current_a,rms_a,is_occupied,temperature,humidity,hour,day_of_week,is_weekend,month,day_of_month,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,energy_rolling_mean,energy_rolling_std,energy_lag_1,energy_change,occupancy_duration,occupancy_rolling_mean,location_LAB_1,location_LAB_12,location_Room_1,location_TEST_ROOM,module_EN_lap,module_Fan_1,module_MOD001,module_MOD0011,module_MOD0012,module_MOD_CUR_002,energy_watts,split
0.144109,0.144109,,,,14,5,1,1,3,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,25.187205999999996,13.284835861414331,31.356599999999997,0.34738000000000113,395.0,0.0,True,False,False,False,False,False,True,False,False,False,31.703979999999998,train
0.176237,0.176237,,,,21,5,1,1,3,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,40.933265999999996,1.489111246111534,42.84346,-4.07132,917.0,0.0,True,False,False,False,False,False,True,False,False,False,38.77214,train
0.056983,0.056983,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.862155999999999,1.197195165483216,13.80192,-1.2656600000000005,667.0,0.0,True,False,False,False,False,False,True,False,False,False,12.53626,train
0.186346,0.186346,,,,20,5,1,1,3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,33.231704,17.64509843781702,39.74586,1.2502600000000044,773.0,0.0,True,False,False,False,False,False,True,False,False,False,40.996120000000005,train
0.470511,0.470511,1,29.4,63.0,23,6,1,1,4,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,102.179836,18.56948695388416,107.25594,-3.7435199999999895,53.0,1.0,False,False,False,True,True,False,False,False,False,False,103.51242,train
0.059723,0.059723,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.965269999999999,1.1330880594722488,12.54352,0.5955399999999997,665.0,0.0,True,False,False,False,False,False,True,False,False,False,13.139059999999999,train
0.0,0.0,,,,20,5,1,1,3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,25.4639,22.065460234962615,0.0,0.0,766.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.212947,0.212947,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,51.144918000000004,2.896416731149802,53.188520000000004,-6.340180000000004,55.0,0.0,True,False,False,False,False,False,True,False,False,False,46.84834,train
0.0,0.0,,,,21,5,1,1,3,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,980.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.189399,0.189399,,,,20,5,1,1,3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,40.159943999999996,1.1070355347033936,38.51958,3.1482000000000028,800.0,0.0,True,False,False,False,False,False,True,False,False,False,41.66778,train
0.108147,0.108147,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,26.853375999999997,3.88319647268778,30.862699999999997,-7.070359999999997,110.0,0.0,True,False,False,False,False,False,True,False,False,False,23.79234,train
0.182304,0.182304,,,,20,5,1,1,3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,40.115196000000005,0.5933890889780955,40.40784,-0.30096000000000345,784.0,0.0,True,False,False,False,False,False,True,False,False,False,40.10688,train
0.458288,0.458288,,,,18,6,1,1,4,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,17.671478,37.71537588638417,75.89142000000001,24.931939999999983,1247.0,0.0,True,False,False,False,False,False,True,False,False,False,100.82336,train
0.068659,0.068659,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.52219,1.0891938506512329,12.540659999999999,2.5643200000000004,583.0,0.0,True,False,False,False,False,False,True,False,False,False,15.10498,train
0.220491,0.220491,,,,14,5,1,1,3,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,47.65222,0.9390499785075979,47.494479999999996,1.013540000000006,426.0,0.0,True,False,False,False,False,False,True,False,False,False,48.50802,train
0.059473,0.059473,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.516008,0.7715065472630763,14.391960000000001,-1.3079000000000018,592.0,0.0,True,False,False,False,False,False,True,False,False,False,13.08406,train
0.22101,0.22101,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,50.004042,1.132484016682293,50.041199999999996,-1.418999999999997,297.0,0.0,True,False,False,False,False,False,True,False,False,False,48.6222,train
0.064765,0.064765,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.57004,0.681035078690929,13.2143,1.0340000000000007,606.0,0.0,True,False,False,False,False,False,True,False,False,False,14.2483,train
0.185512,0.185512,,,,20,5,1,1,3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,40.336845999999994,0.7245585768562833,40.31896,0.4936800000000048,821.0,0.0,True,False,False,False,False,False,True,False,False,False,40.81264,train
0.059215,0.059215,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.368981999999999,0.7740485622741711,13.9579,-0.9306000000000019,696.0,0.0,True,False,False,False,False,False,True,False,False,False,13.027299999999999,train
0.214483,0.214483,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,50.312196,1.7090733847272406,52.88008,-5.693819999999995,287.0,0.0,True,False,False,False,False,False,True,False,False,False,47.186260000000004,train
0.293472,0.293472,1,29.9,63.0,23,6,1,1,4,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,84.91857,27.729704414616126,115.24678,-50.68294,68.0,1.0,False,False,False,True,True,False,False,False,False,False,64.56384,train
0.060958,0.060958,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.634874,0.7426342950536078,12.55782,0.8529400000000003,637.0,0.0,True,False,False,False,False,False,True,False,False,False,13.41076,train
0.102233,0.102233,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,22.845526,2.679331673766901,24.596,-2.1047399999999996,127.0,0.0,True,False,False,False,False,False,True,False,False,False,22.49126,train
0.0,0.0,,,,16,6,1,1,4,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,1115.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.055853,0.055853,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.475088,1.313520329945796,12.9789,-0.6912399999999987,494.0,0.0,True,False,False,False,False,False,True,False,False,False,12.28766,train
0.234796,0.234796,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,50.120378,2.7687667323350267,52.73004,-1.0749199999999988,171.0,0.0,True,False,False,False,False,False,True,False,False,False,51.655120000000004,train
0.375159,0.375159,,,,17,6,1,1,4,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,37.811752,33.68037702113769,59.25282,23.282160000000005,1233.0,0.0,True,False,False,False,False,False,True,False,False,False,82.53498,train
0.0,0.0,,,,15,6,1,1,4,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,43.448878,54.8194918837431,0.0,0.0,1084.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.0,0.0,1,29.2,61.0,22,6,1,1,4,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,42.633734000000004,39.71566870314605,0.0,0.0,4.0,1.0,False,False,False,True,True,False,False,False,False,False,0.0,train
0.228393,0.228393,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,51.35746,3.8755788169167693,48.37844,1.8680200000000085,210.0,0.0,True,False,False,False,False,False,True,False,False,False,50.246460000000006,train
0.488942,0.488942,1,29.6,64.0,23,6,1,1,4,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,90.81672599999999,19.010732456546947,57.29548,50.27176,76.0,1.0,False,False,False,True,True,False,False,False,False,False,107.56724,train
0.099322,0.099322,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,26.81844,3.7251179450859726,24.456960000000002,-2.606120000000004,141.0,0.0,True,False,False,False,False,False,True,False,False,False,21.850839999999998,train
0.401466,0.401466,,,,15,6,1,1,4,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,17.933894,37.81329970134624,91.01642,-2.6938999999999993,1002.0,0.0,True,False,False,False,False,False,False,False,False,True,88.32252,train
0.0,0.0,,,,21,5,1,1,3,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,28.495324,19.6709985685071,0.0,0.0,942.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.055893,0.055893,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.089912000000002,0.7284883445288072,13.2088,-0.9123400000000004,616.0,0.0,True,False,False,False,False,False,True,False,False,False,12.29646,train
0.194379,0.194379,,,,20,5,1,1,3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,40.379107999999995,0.9716883243889306,40.5273,2.236080000000001,860.0,0.0,True,False,False,False,False,False,True,False,False,False,42.76338,train
0.217083,0.217083,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,50.741042,2.7340365918132976,48.31552,-0.5572599999999994,200.0,0.0,True,False,False,False,False,False,True,False,False,False,47.75826,train
0.062629,0.062629,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.332484,0.8902738417106699,12.82776,0.9506200000000007,692.0,0.0,True,False,False,False,False,False,True,False,False,False,13.77838,train
0.0,0.0,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,375.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.055566,0.055566,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.61536,1.0948299944774773,12.87132,-0.6468000000000007,572.0,0.0,True,False,False,False,False,False,True,False,False,False,12.22452,train
0.0,0.0,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,372.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.10113,0.10113,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,23.743038000000002,3.955208795381378,28.04406,-5.795460000000002,11.0,0.0,True,False,False,False,False,False,True,False,False,False,22.2486,train
0.110026,0.110026,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,26.683799999999998,4.286689961896449,28.11732,-3.9116,148.0,0.0,True,False,False,False,False,False,True,False,False,False,24.20572,train
0.479458,0.479458,,,,16,6,1,1,4,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,98.56660000000001,5.810673344007319,88.87186,16.608900000000006,1145.0,0.0,True,False,False,False,False,False,True,False,False,False,105.48076,train
0.230312,0.230312,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,50.348056,1.639587636878629,49.65048,1.0181599999999946,283.0,0.0,True,False,False,False,False,False,True,False,False,False,50.668639999999996,train
0.233958,0.233958,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,50.133908000000005,1.2067659099596901,48.0414,3.4293599999999955,299.0,0.0,True,False,False,False,False,False,True,False,False,False,51.47076,train
0.066977,0.066977,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.32529,0.976663080873307,12.42208,2.312859999999999,535.0,0.0,True,False,False,False,False,False,True,False,False,False,14.734939999999998,train
0.234385,0.234385,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,50.194628,1.637253477564296,50.60418,0.9605200000000025,292.0,0.0,True,False,False,False,False,False,True,False,False,False,51.5647,train
0.0,0.0,1,29.8,62.0,23,6,1,1,4,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,30.0,1.0,False,False,False,True,True,False,False,False,False,False,0.0,train
0.0,0.0,,,,15,6,1,1,4,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,1100.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.059127,0.059127,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.289188,0.38120901589964085,12.9789,0.029040000000000177,644.0,0.0,True,False,False,False,False,False,True,False,False,False,13.00794,train
0.428236,0.428236,,,,16,6,1,1,4,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,77.284592,41.51472502640985,102.47996,-8.26804,1138.0,0.0,True,False,False,False,False,False,True,False,False,False,94.21192,train
0.0,0.0,,,,16,6,1,1,4,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,1121.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.220895,0.220895,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,50.28771,1.8167712579374078,53.426120000000004,-4.829219999999999,332.0,0.0,True,False,False,False,False,False,True,False,False,False,48.596900000000005,train
0.210073,0.210073,,,,15,6,1,1,4,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,55.788743999999994,54.743060083201065,117.89667999999999,-71.68061999999999,1090.0,0.0,True,False,False,False,False,False,True,False,False,False,46.21606,train
0.064903,0.064903,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.749934,0.749942206966479,13.19384,1.0848200000000006,483.0,0.0,True,False,False,False,False,False,True,False,False,False,14.27866,train
0.0,0.0,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,9.406078,17.023464746453232,0.0,0.0,355.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.257162,0.257162,1,29.1,64.0,23,6,1,1,4,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,87.351616,17.851644811159787,66.19821999999999,-9.622579999999992,116.0,1.0,False,False,False,True,True,False,False,False,False,False,56.57564,train
0.112964,0.112964,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,24.903714,4.147531695540992,29.097859999999997,-4.24578,136.0,0.0,True,False,False,False,False,False,True,False,False,False,24.852079999999997,train
0.21185,0.21185,,,,14,5,1,1,3,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,47.456596000000005,1.4852549347598485,47.86452,-1.2575199999999995,439.0,0.0,True,False,False,False,False,False,True,False,False,False,46.607,train
0.0,0.0,,,,14,5,1,1,3,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,381.0,0.0,False,False,True,False,False,True,False,False,False,False,0.0,train
0.064413,0.064413,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.95405,0.6067511656416353,13.00662,1.1642399999999995,632.0,0.0,True,False,False,False,False,False,True,False,False,False,14.17086,train
0.056727,0.056727,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.496450000000001,1.0470326718593403,14.52044,-2.0405000000000015,574.0,0.0,True,False,False,False,False,False,True,False,False,False,12.47994,train
0.18262,0.18262,,,,20,5,1,1,3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,40.40662999999999,0.6087348208852561,41.6933,-1.5168999999999997,788.0,0.0,True,False,False,False,False,False,True,False,False,False,40.1764,train
0.056596,0.056596,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.322694000000002,1.0391207369538964,15.60086,-3.1497400000000013,580.0,0.0,True,False,False,False,False,False,True,False,False,False,12.45112,train
0.249268,0.249268,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,25.492917999999996,10.442936072786631,19.14198,35.696979999999996,159.0,0.0,True,False,False,False,False,False,True,False,False,False,54.83896,train
0.0,0.0,,,,17,6,1,1,4,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,1206.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.065258,0.065258,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.715878,1.23848981469942,12.529,1.8277599999999996,491.0,0.0,True,False,False,False,False,False,True,False,False,False,14.35676,train
0.198261,0.198261,,,,20,5,1,1,3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,4.361742,13.793039286018471,0.0,43.617419999999996,882.0,0.0,True,False,False,False,False,False,True,False,False,False,43.617419999999996,train
0.067038,0.067038,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.895332,0.6762424830247614,13.78102,0.9673400000000001,630.0,0.0,True,False,False,False,False,False,True,False,False,False,14.74836,train
0.0,0.0,,,,17,6,1,1,4,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,1209.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.188663,0.188663,,,,21,5,1,1,3,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,12.51052,20.144271062418298,41.58198,-0.07612000000000307,951.0,0.0,True,False,False,False,False,False,True,False,False,False,41.50586,train
0.060177,0.060177,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,12.87781,0.8547923475109275,12.56222,0.6767199999999995,515.0,0.0,True,False,False,False,False,False,True,False,False,False,13.23894,train
0.058506,0.058506,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.581678,1.146342146424784,13.52604,-0.6547199999999993,571.0,0.0,True,False,False,False,False,False,True,False,False,False,12.87132,train
0.458056,0.458056,1,29.0,64.0,23,6,1,1,4,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,85.461024,22.1493188406824,97.14034000000001,3.6319799999999987,108.0,1.0,False,False,False,True,True,False,False,False,False,False,100.77232000000001,train
0.183413,0.183413,,,,21,5,1,1,3,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,40.484356,1.3250123249683874,38.841879999999996,1.508980000000001,925.0,0.0,True,False,False,False,False,False,True,False,False,False,40.35086,train
0.0,0.0,,,,15,6,1,1,4,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,995.0,0.0,True,False,False,False,False,False,False,False,False,True,0.0,train
0.0,0.0,,,,14,5,1,1,3,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,378.0,0.0,False,False,True,False,False,True,False,False,False,False,0.0,train
0.093165,0.093165,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,39.306828,11.115511813494221,37.58194,-17.085640000000005,97.0,0.0,True,False,False,False,False,False,True,False,False,False,20.496299999999998,train
0.059498,0.059498,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.569820000000002,0.7225021887293296,14.755840000000001,-1.6662800000000004,625.0,0.0,True,False,False,False,False,False,True,False,False,False,13.08956,train
0.409626,0.409626,,,,15,6,1,1,4,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,56.224365999999996,44.53808614428187,121.02574,-30.908020000000008,1007.0,0.0,True,False,False,False,False,False,False,False,False,True,90.11771999999999,train
0.0,0.0,,,,18,6,1,1,4,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,20.595695999999997,33.47580365567132,0.0,0.0,1243.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.056898,0.056898,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.170805999999999,0.9509559657587094,14.725260000000002,-2.2077000000000027,530.0,0.0,True,False,False,False,False,False,True,False,False,False,12.51756,train
0.115092,0.115092,,,,13,5,1,1,3,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,23.168288,1.7845249073127116,21.39698,3.923259999999999,157.0,0.0,True,False,False,False,False,False,True,False,False,False,25.32024,train
0.406868,0.406868,,,,18,6,1,1,4,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,39.59956,43.47682025006896,51.919999999999995,37.59096,1250.0,0.0,True,False,False,False,False,False,True,False,False,False,89.51096,train
0.207285,0.207285,,,,15,6,1,1,4,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,35.12344,34.07845183101946,95.50706,-49.90436,1041.0,0.0,True,False,False,False,False,False,False,False,False,True,45.6027,train
0.181831,0.181831,,,,20,5,1,1,3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,40.32309600000001,0.6322391626823898,41.082139999999995,-1.0793199999999956,793.0,0.0,True,False,False,False,False,False,True,False,False,False,40.00282,train
0.056845,0.056845,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.511828,0.8733363448439281,12.70918,-0.20327999999999946,452.0,0.0,True,False,False,False,False,False,True,False,False,False,12.5059,train
0.058887,0.058887,,,,19,5,1,1,3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,12.979097999999999,0.5518711043178565,13.4739,-0.5187600000000003,719.0,0.0,True,False,False,False,False,False,True,False,False,False,12.95514,train
0.178744,0.178744,,,,20,5,1,1,3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,40.379196,0.942463439943073,38.925920000000005,0.397759999999991,850.0,0.0,True,False,False,False,False,False,True,False,False,False,39.323679999999996,train
0.0,0.0,,,,17,6,1,1,4,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,1203.0,0.0,True,False,False,False,False,False,True,False,False,False,0.0,train
0.059316,0.059316,,,,18,5,1,1,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,13.10188,0.7686684633159704,14.017299999999999,-0.9677799999999994,559.0,0.0,True,False,False,False,False,False,True,False,False,False,13.04952,train
0.0,0.0,1,29.0,61.0,22,6,1,1,4,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,11.0,1.0,False,False,False,True,True,False,False,False,False,False,0.0,train
